id,label,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
129810,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1615,2,4,2,3,1,2,1,1,5,5,5,3,4,1,0,0.0
121893,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1441,2,4,2,3,3,2,5,3,4,1,3,3,4,3,0,0.0
51022,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1628,5,5,5,5,3,4,5,4,4,4,4,4,4,3,21,10.0
120472,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1844,1,1,1,1,2,5,4,4,4,4,4,5,4,5,0,0.0
75613,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1700,2,4,2,3,1,2,1,1,5,3,5,3,5,1,0,0.0
120351,satisfied,Female,Loyal Customer,7,Personal Travel,Business,1893,3,3,5,3,2,4,4,4,4,4,4,5,4,3,0,1.0
115986,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,357,4,4,4,4,2,4,4,4,4,4,4,5,4,4,76,72.0
129839,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1988,2,4,2,3,3,2,3,3,4,5,5,5,4,3,0,0.0
58605,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1560,2,4,2,3,2,2,3,2,3,1,3,3,3,2,41,41.0
57467,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1529,2,4,2,3,4,2,4,4,4,2,4,3,4,4,23,9.0
106592,satisfied,Female,Loyal Customer,48,Personal Travel,Eco Plus,357,5,3,5,5,4,4,5,4,4,4,4,3,4,3,20,14.0
121483,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,1580,2,4,2,3,2,2,2,2,3,3,5,5,5,2,0,1.0
42377,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1842,2,4,2,3,2,2,3,2,2,4,3,5,3,2,0,0.0
42320,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1904,2,4,2,3,2,2,2,2,4,5,4,2,3,2,0,0.0
117822,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1138,4,4,4,4,2,4,4,4,4,4,4,5,4,3,3,11.0
124076,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1290,3,3,2,3,5,4,5,4,4,4,4,5,4,3,0,0.0
117815,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1779,3,3,3,3,5,4,5,4,4,4,4,3,4,4,1,0.0
116045,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1216,2,4,2,3,5,2,3,5,4,4,2,1,1,5,0,0.0
95301,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1442,2,4,2,3,2,2,2,2,1,5,4,4,4,2,15,7.0
111089,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1698,5,5,5,5,4,5,4,4,4,4,4,5,4,4,16,6.0
102934,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,320,2,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0.0
78211,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1733,4,2,2,2,4,4,4,4,3,2,3,2,3,4,0,0.0
14844,satisfied,Female,Loyal Customer,35,Personal Travel,Business,333,4,2,2,2,4,4,4,4,4,2,2,4,5,4,0,0.0
3471,satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1528,4,1,1,1,4,4,4,4,1,2,3,4,1,4,0,0.0
6412,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1290,4,5,5,5,4,4,4,4,1,2,5,3,2,4,0,20.0
3409,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1967,4,4,3,3,4,4,4,4,2,1,4,4,5,4,26,26.0
3415,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,322,4,5,5,5,4,4,4,4,2,2,1,5,1,4,0,0.0
45641,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,325,1,1,1,1,2,5,5,4,4,4,4,4,4,3,31,19.0
1102,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1793,4,4,4,4,5,3,4,4,4,4,4,3,4,3,10,7.0
11251,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1082,2,4,2,3,2,2,1,2,5,5,4,4,4,2,0,0.0
39658,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,348,1,1,1,1,4,4,4,4,3,3,5,4,5,4,85,87.0
116521,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1082,4,4,4,4,4,4,4,4,4,3,4,4,5,4,0,3.0
129789,neutral or dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2152,2,4,2,3,3,2,1,3,3,3,5,3,5,3,6,0.0
116028,neutral or dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,1724,2,4,2,3,1,2,1,1,3,2,3,3,4,1,54,40.0
11359,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,329,4,4,4,4,4,4,4,4,2,1,3,2,4,4,0,0.0
11053,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,343,1,1,1,1,4,4,4,4,3,4,5,5,4,4,5,9.0
116174,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,335,4,4,4,4,3,3,4,4,4,4,4,1,4,4,0,0.0
21527,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1876,2,4,2,3,4,2,4,4,3,3,5,3,5,4,4,0.0
79151,satisfied,Female,Loyal Customer,9,Personal Travel,Eco Plus,1373,3,3,3,3,2,5,4,4,4,4,4,4,4,5,0,0.0
15485,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1440,4,4,4,4,5,4,5,4,4,4,4,5,4,4,8,0.0
12453,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1925,2,4,2,3,2,2,2,4,5,4,5,2,3,2,171,156.0
75660,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1776,2,2,2,2,3,5,5,4,4,4,4,5,4,4,7,5.0
118806,neutral or dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,1131,2,4,2,3,5,2,5,5,3,2,4,4,4,5,2,0.0
13047,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1871,5,5,5,5,2,4,4,4,4,4,4,2,4,4,67,110.0
24259,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,309,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,0.0
96537,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1709,2,4,2,3,2,2,2,2,5,5,4,5,4,2,1,5.0
96540,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2026,2,4,2,3,4,2,4,4,3,3,4,3,4,4,0,0.0
34812,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1159,2,4,2,3,1,2,1,1,4,3,5,4,5,1,5,6.0
22619,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,335,5,5,5,5,4,4,1,4,4,4,4,3,4,5,29,24.0
22624,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1380,2,4,2,3,5,2,1,5,3,5,4,5,4,5,0,0.0
23172,satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2019,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,0.0
5731,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco Plus,1705,2,4,2,3,2,2,2,2,3,5,4,5,4,2,0,0.0
44474,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,2147,2,4,2,3,5,2,5,5,5,4,4,3,5,5,5,9.0
39734,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1774,2,4,2,3,1,2,1,1,3,2,4,3,5,1,0,
75941,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,315,2,4,2,3,5,4,3,1,1,2,1,3,1,2,0,0.0
75987,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,342,5,5,5,5,3,5,4,4,4,4,4,5,4,3,38,25.0
117368,neutral or dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1399,2,4,2,3,2,2,2,2,4,5,4,4,5,2,20,15.0
9592,satisfied,Female,Loyal Customer,7,Personal Travel,Eco,1985,5,5,5,5,1,3,5,4,4,4,4,3,4,5,3,41.0
19949,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1910,2,4,2,3,1,2,1,1,3,5,5,4,5,1,43,38.0
116049,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1130,2,4,2,3,4,2,4,4,4,4,4,3,4,4,0,4.0
6304,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Business,323,2,4,2,3,3,5,4,3,3,2,3,5,3,3,0,0.0
115963,satisfied,Female,Loyal Customer,40,Personal Travel,Eco,1518,5,5,5,5,3,3,5,4,4,4,4,2,4,2,2,0.0
11335,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1846,2,2,3,2,2,4,4,4,4,4,4,3,4,4,0,1.0
84461,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1774,1,1,1,1,5,5,3,4,4,4,4,4,4,5,0,0.0
84462,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,309,1,1,1,1,5,4,4,4,4,4,4,5,4,3,0,0.0
100081,satisfied,Female,Loyal Customer,35,Personal Travel,Eco Plus,2070,1,1,1,1,4,4,5,4,4,4,4,5,4,3,0,0.0
105173,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1465,4,4,4,4,4,5,4,4,4,4,4,5,4,5,1,0.0
9467,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,296,1,1,1,1,4,5,4,4,4,4,4,3,4,4,0,0.0
99494,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1107,2,4,2,3,4,2,4,4,3,4,4,3,5,4,15,9.0
81372,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,282,3,3,3,3,4,4,1,4,4,4,4,5,4,3,12,0.0
124849,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,321,2,2,2,2,3,2,5,4,4,4,4,5,4,2,0,0.0
124831,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1544,2,4,2,3,1,2,1,1,4,1,4,4,4,1,0,20.0
124869,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco Plus,1759,2,4,2,3,3,2,4,3,3,2,4,5,5,3,0,0.0
34306,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1460,4,2,2,2,4,4,4,4,1,2,3,2,4,4,0,0.0
50708,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1427,2,4,2,3,5,2,5,5,4,5,4,4,3,5,0,0.0
94103,satisfied,Female,Loyal Customer,21,Personal Travel,Business,1479,4,1,1,1,4,4,4,4,5,3,3,1,2,4,7,72.0
7124,satisfied,Female,Loyal Customer,56,Personal Travel,Eco Plus,273,4,4,4,4,4,4,4,4,2,3,2,3,2,4,67,63.0
39908,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,2053,2,4,2,3,1,2,1,1,4,5,4,4,4,1,0,0.0
39877,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1718,4,3,3,3,4,4,4,4,4,1,2,1,1,4,0,11.0
26680,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1016,2,4,2,3,2,2,2,2,5,3,4,4,4,2,0,0.0
5462,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1833,4,3,3,3,4,4,4,4,4,5,3,4,4,4,0,0.0
34787,neutral or dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,2165,2,4,2,3,2,2,2,3,4,4,5,2,4,2,115,134.0
34818,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1797,4,3,3,3,4,4,4,4,1,5,2,5,4,4,0,0.0
102417,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2086,4,2,3,3,4,4,4,4,2,1,2,2,1,4,0,0.0
102465,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,302,4,3,3,3,4,4,4,4,2,3,5,1,2,4,0,0.0
113726,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1612,4,5,5,5,4,4,4,4,2,1,2,5,3,4,0,0.0
102505,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1473,4,4,4,4,4,4,4,4,5,5,1,4,4,4,40,29.0
41827,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1477,2,4,2,3,1,2,1,1,4,5,1,5,2,1,0,0.0
117966,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,1149,4,3,3,3,4,4,4,4,3,1,5,3,2,4,13,4.0
102755,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,1925,2,4,2,3,5,2,5,5,5,5,5,3,4,5,47,43.0
18660,neutral or dissatisfied,Female,Loyal Customer,60,Personal Travel,Eco,2061,2,4,2,3,2,5,5,4,3,2,5,5,3,5,233,228.0
43623,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1689,2,4,2,3,2,2,2,2,3,3,3,3,4,2,0,0.0
91256,satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1737,4,4,5,4,4,4,4,4,3,4,3,4,1,4,87,66.0
50581,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1167,2,4,2,3,3,2,3,3,2,5,4,1,3,3,8,8.0
95076,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1487,2,4,2,3,2,2,2,2,5,5,4,5,5,2,0,0.0
11499,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco Plus,1459,2,4,2,3,5,2,5,5,3,2,5,5,5,5,9,10.0
6409,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1753,4,4,4,4,4,4,4,4,3,2,1,1,2,4,52,50.0
91366,satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,1875,4,4,4,4,3,4,4,4,4,4,4,4,4,3,0,0.0
95292,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1547,2,4,2,3,4,2,5,4,1,2,4,3,5,4,5,13.0
95538,satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1444,5,5,5,5,5,5,4,4,4,4,4,4,4,4,31,31.0
52359,neutral or dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1827,2,4,2,3,2,2,2,2,5,3,5,3,4,2,0,0.0
68690,neutral or dissatisfied,Female,Loyal Customer,8,Personal Travel,Eco,1873,2,4,2,3,2,5,5,3,5,5,5,5,3,5,97,178.0
75038,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2062,2,4,2,3,5,2,5,5,5,3,5,3,5,5,47,40.0
128973,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,942,2,4,2,3,5,2,5,5,1,2,1,1,1,5,3,7.0
75037,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,282,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,0.0
70001,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1534,2,4,2,3,4,2,4,4,3,4,4,5,5,4,0,0.0
20289,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,283,5,5,4,5,2,4,5,4,4,4,4,4,4,4,0,16.0
6826,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2061,2,4,2,3,1,2,3,1,1,3,3,4,4,1,0,0.0
45011,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1960,2,4,2,3,2,4,4,5,3,2,3,4,2,4,172,191.0
5720,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,278,2,2,2,2,2,5,4,4,4,4,4,1,4,4,0,0.0
35969,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1773,2,4,2,3,2,2,2,2,4,5,3,3,4,2,1,0.0
45645,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1981,2,4,2,3,4,2,4,4,5,5,4,4,5,4,0,6.0
9594,satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1680,1,1,1,1,4,5,4,4,4,4,4,3,4,5,0,0.0
15646,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,1262,2,4,2,3,3,2,3,3,3,1,4,1,3,3,0,0.0
104383,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1985,2,4,2,3,1,2,1,1,5,3,5,3,4,1,37,38.0
20297,satisfied,Female,Loyal Customer,36,Personal Travel,Eco,1429,1,1,1,1,5,4,4,4,4,4,4,4,4,3,31,10.0
107874,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,242,2,2,2,2,5,5,4,4,4,4,4,5,4,4,123,107.0
163,satisfied,Female,Loyal Customer,64,Personal Travel,Eco,229,3,3,3,3,2,3,2,4,4,4,4,3,4,3,6,0.0
79089,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1647,2,4,2,3,3,2,3,3,4,3,4,3,1,3,0,0.0
79088,satisfied,Female,Loyal Customer,60,Personal Travel,Eco,252,2,2,2,2,3,5,5,4,4,4,4,3,4,5,0,0.0
86292,neutral or dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1466,2,4,2,3,3,2,3,3,4,5,4,4,5,3,6,16.0
122872,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1851,2,4,2,3,5,2,5,5,4,4,5,3,4,5,3,0.0
79102,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,260,4,4,4,4,4,5,4,4,4,4,4,4,4,3,0,0.0
86262,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,2083,2,4,2,3,5,2,2,5,5,1,5,4,2,5,0,0.0
113761,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1427,3,3,3,3,5,4,5,4,4,4,4,3,4,4,7,0.0
79149,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1253,2,4,2,3,5,2,5,5,4,5,5,4,5,5,0,10.0
15099,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1465,2,4,2,3,4,2,4,4,4,2,4,3,4,4,13,12.0
55765,satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1242,1,1,1,1,2,5,5,4,4,4,4,4,4,3,0,0.0
11187,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1612,2,4,2,3,2,2,2,2,1,1,4,3,3,2,0,2.0
11348,neutral or dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1190,2,4,2,3,3,2,2,3,5,4,4,3,4,3,8,4.0
64518,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Business,1920,2,4,2,3,3,2,3,3,4,4,5,5,4,3,3,0.0
11291,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1545,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0.0
81237,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1496,1,1,1,1,3,4,4,4,4,4,4,4,4,4,6,0.0
42654,satisfied,Female,Loyal Customer,10,Personal Travel,Eco Plus,1554,2,2,2,2,4,4,4,4,4,4,4,3,4,3,0,0.0
32984,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1882,4,4,4,4,2,4,5,4,4,4,4,3,4,3,0,0.0
13580,satisfied,Female,Loyal Customer,55,Personal Travel,Eco,221,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0.0
87850,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1258,2,4,2,3,1,2,1,1,3,5,5,4,5,1,3,0.0
123698,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1997,2,4,2,3,4,2,4,4,1,5,4,1,4,4,0,26.0
13581,neutral or dissatisfied,Female,Loyal Customer,12,Personal Travel,Eco,1833,2,4,2,3,2,3,3,2,3,3,3,3,2,3,135,119.0
19589,neutral or dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1229,2,4,2,3,1,2,1,1,1,2,4,1,4,1,0,0.0
9707,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1661,2,4,2,3,5,2,5,5,4,5,3,1,4,5,0,7.0
51438,satisfied,Female,Loyal Customer,59,Personal Travel,Eco Plus,249,5,3,5,5,5,4,5,4,4,4,4,5,4,4,0,0.0
51418,satisfied,Female,Loyal Customer,17,Personal Travel,Eco Plus,1268,3,3,3,3,2,5,5,4,4,4,4,4,4,3,36,36.0
22489,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1078,2,4,2,3,5,2,5,5,1,5,3,3,4,5,0,0.0
32852,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,205,5,5,5,5,4,4,5,4,4,4,4,3,4,4,0,0.0
11066,neutral or dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1586,2,4,2,3,3,2,3,3,3,5,3,2,3,3,0,0.0
35794,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2132,2,4,2,3,3,2,3,3,2,1,3,3,4,3,0,0.0
57656,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1919,2,4,2,3,2,2,2,2,3,5,3,2,4,2,0,0.0
9720,satisfied,Female,Loyal Customer,24,Personal Travel,Eco,866,1,1,1,1,3,5,4,4,4,4,4,3,4,4,11,1.0
16211,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2086,4,4,4,4,1,2,3,4,4,4,4,4,4,3,0,0.0
113644,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1267,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,1.0
121089,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1430,2,4,2,3,4,2,4,4,3,2,4,5,5,4,0,5.0
50557,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1531,2,4,2,3,2,2,2,2,4,3,4,5,5,2,0,0.0
13969,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1580,4,1,1,1,4,4,4,4,4,2,4,5,2,4,0,1.0
12229,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Business,212,2,4,2,3,3,4,5,3,3,2,3,5,3,3,0,2.0
43087,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,239,4,4,4,4,4,4,4,4,3,3,4,2,3,4,0,0.0
48080,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Business,222,2,4,2,3,2,5,5,4,4,2,1,4,4,3,0,0.0
73742,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1908,4,1,1,1,4,4,4,4,3,2,2,5,4,4,8,6.0
73744,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1890,2,4,2,3,1,2,1,1,4,3,4,4,4,1,9,0.0
73813,neutral or dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco Plus,1536,2,4,2,3,5,2,5,5,5,4,5,5,5,5,5,8.0
73757,neutral or dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,1763,2,4,2,3,3,2,3,3,4,4,5,4,5,3,15,4.0
53915,neutral or dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,1236,2,4,2,3,2,2,3,2,4,4,5,4,5,2,0,7.0
51114,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1642,2,4,2,3,5,2,5,5,3,3,4,2,4,5,0,0.0
51058,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1732,2,4,2,3,4,2,4,4,3,2,4,4,5,4,0,0.0
95141,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,202,4,2,4,4,4,4,4,4,2,4,1,2,5,4,0,0.0
45367,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1292,1,1,1,1,3,3,3,4,4,4,4,3,4,3,0,0.0
40508,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,234,3,3,5,3,5,5,4,4,4,4,4,3,4,4,0,0.0
70446,neutral or dissatisfied,Female,Loyal Customer,38,Personal Travel,Eco,2011,2,4,2,3,2,5,5,3,4,4,4,5,3,5,197,203.0
36335,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1338,1,1,1,1,3,4,4,4,4,4,4,4,4,3,0,17.0
34951,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1375,2,4,2,3,1,2,1,1,5,3,3,4,4,1,0,0.0
70447,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,203,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0.0
30217,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco Plus,1396,2,4,2,3,3,2,3,3,3,2,4,4,4,3,10,9.0
95781,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,815,2,4,2,3,3,2,3,3,4,3,5,5,5,3,12,4.0
2615,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1033,2,4,2,3,5,2,5,5,4,4,4,4,3,5,0,
18282,satisfied,Female,Loyal Customer,29,Personal Travel,Eco Plus,1079,2,2,1,2,2,4,5,4,4,4,4,5,4,5,0,0.0
20471,satisfied,Female,Loyal Customer,52,Personal Travel,Eco,94,3,3,3,3,4,4,5,4,4,4,4,3,4,5,9,3.0
68700,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1347,3,3,3,3,3,4,5,4,4,4,4,3,4,5,0,0.0
5930,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1466,2,4,2,3,5,2,5,5,4,4,2,3,1,5,0,0.0
43145,satisfied,Female,Loyal Customer,10,Personal Travel,Eco Plus,1627,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0.0
18371,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1447,2,4,2,3,4,2,4,4,3,2,4,4,5,4,0,3.0
21535,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1229,5,5,5,5,3,5,5,4,4,4,4,5,4,4,2,0.0
1167,neutral or dissatisfied,Female,Loyal Customer,13,Personal Travel,Eco,2016,2,4,2,3,2,1,1,5,5,5,5,1,5,1,291,317.0
33149,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,1514,2,4,2,3,1,2,1,1,3,2,1,2,2,1,0,2.0
32988,neutral or dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,1426,2,4,2,3,3,2,4,3,5,4,4,5,4,3,0,0.0
38894,satisfied,Female,Loyal Customer,52,Personal Travel,Business,76,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0.0
14000,satisfied,Female,Loyal Customer,16,Personal Travel,Eco,1541,5,2,5,5,2,5,5,4,4,4,4,4,4,4,0,17.0
10276,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Business,202,2,4,2,3,2,4,5,2,2,2,2,3,2,4,0,0.0
51060,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,1254,5,5,5,5,4,5,5,4,4,4,4,5,4,3,67,71.0
50782,satisfied,Female,Loyal Customer,44,Personal Travel,Eco,59,4,4,4,4,3,5,4,4,4,4,4,4,4,5,0,0.0
13954,neutral or dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,1044,2,4,2,3,3,2,3,3,3,2,5,5,4,3,0,0.0
85654,neutral or dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco Plus,1770,2,4,2,3,5,2,5,5,4,2,5,4,4,5,12,8.0
89438,satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1598,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0
