credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,label
1,educational,0.0832,236.14,10.69194491,3.74,747,3389.958333,11585,27.1,1,0,0,0
1,educational,0.0832,191.27,11.51292546,7.87,757,10470.0,8681,23.2,0,0,0,0
1,all_other,0.1197,66.4,10.77895629,10.4,667,3839.958333,16746,69.2,1,0,0,0
1,major_purchase,0.1229,100.06,10.6454249,1.71,672,2610.0,1487,45.1,0,0,0,1
1,debt_consolidation,0.1261,201.04,10.30895266,19.92,672,1800.0,3211,78.3,2,0,0,1
1,all_other,0.0832,220.39,10.81977828,4.42,742,2009.958333,1098,7.1,0,0,0,0
1,major_purchase,0.1134,230.3,10.46310334,5.69,682,5249.958333,2745,40.4,0,0,0,0
1,debt_consolidation,0.1261,134.03,11.87145968,10.92,662,4080.0,4736,16.8,2,1,0,0
1,home_improvement,0.0832,236.14,10.30908599,1.52,757,2520.0,1304,9.7,0,0,0,0
1,debt_consolidation,0.1286,252.2,10.78931908,20.56,682,3330.0,20716,82.1,2,2,0,0
1,all_other,0.1229,50.03,11.9512062,7.43,662,5219.958333,8545,30.6,2,0,0,0
1,debt_consolidation,0.1287,504.5,10.93310697,22.18,702,3303.0,5170,8.6,2,0,0,0
1,credit_card,0.1229,183.45,10.4341158,20.56,687,1410.0,4029,24.0,1,0,0,0
1,educational,0.0945,240.08,10.71441777,1.57,722,7560.0,2258,10.7,2,0,1,1
1,educational,0.1355,232.63,11.15625052,24.22,687,3749.958333,8547,55.1,1,1,0,0
1,debt_consolidation,0.0976,241.16,10.02552818,6.74,717,1679.958333,7313,29.6,0,0,0,1
1,debt_consolidation,0.0863,237.21,10.46321762,6.0,747,5850.0,5541,26.5,2,0,0,0
1,debt_consolidation,0.1039,48.68,10.46310334,13.17,697,4229.958333,19,0.2,1,0,0,1
1,debt_consolidation,0.1324,253.58,10.30895266,13.44,667,1289.958333,9142,81.6,1,0,0,0
1,educational,0.1103,163.77,10.81977828,16.56,687,4499.958333,5584,80.9,2,0,1,0
1,credit_card,0.1008,232.6,10.54534144,18.09,722,2369.958333,12391,66.6,1,0,0,0
1,debt_consolidation,0.0945,96.03,10.71441777,5.17,722,2460.0,5275,48.0,0,0,0,0
1,educational,0.1008,96.92,10.49127422,6.9,697,2339.958333,8349,43.5,0,0,0,1
1,debt_consolidation,0.1324,253.58,10.05173513,16.76,667,2820.0,4013,66.9,0,0,0,1
1,home_improvement,0.0832,157.43,10.33501019,10.13,742,4307.0,20337,39.2,3,0,0,0
1,debt_consolidation,0.1166,135.52,10.59653473,3.99,677,2460.0,7102,18.7,0,0,0,0
1,all_other,0.1039,64.91,9.998979534,8.13,692,1559.958333,1599,9.6,2,1,0,0
1,all_other,0.1166,175.18,11.62803827,6.75,677,2759.958333,19328,96.2,2,0,0,0
1,credit_card,0.1103,147.39,10.75790288,20.81,707,4350.0,25469,98.5,1,0,0,0
1,credit_card,0.1103,245.65,10.96819829,21.12,717,4619.958333,36605,91.1,0,0,0,0
1,credit_card,0.0976,192.93,11.01856357,12.37,712,3149.958333,6432,99.0,2,0,0,1
1,credit_card,0.1387,221.75,11.56171563,23.99,687,4949.958333,68479,48.9,0,3,0,0
1,all_other,0.097,176.7,10.59653473,0.51,717,1232.958333,38,1.3,0,1,0,0
1,all_other,0.08,94.01,11.44035477,0.0,737,1229.958333,500,2.4,2,0,0,0
1,all_other,0.08,219.36,10.71840979,6.61,752,2163.0,0,0.0,3,0,0,0
1,all_other,0.0832,236.14,10.81977828,2.42,762,3180.0,4880,38.1,0,0,0,0
1,all_other,0.0768,154.39,10.46310334,0.0,772,6809.958333,1238,7.3,0,1,0,0
1,debt_consolidation,0.1134,246.75,10.46310334,10.66,682,2714.958333,1238,47.7,0,2,0,0
1,debt_consolidation,0.1001,193.64,11.00209984,11.22,707,6630.0,27591,54.9,0,0,1,0
1,credit_card,0.1538,243.97,11.17043516,23.54,667,5249.958333,9371,50.1,1,3,0,0
1,debt_consolidation,0.1191,159.23,10.5627418,7.98,672,5729.958333,11689,89.2,0,0,0,0
1,debt_consolidation,0.1222,249.9,10.59653473,24.63,727,3449.958333,6083,56.3,1,0,0,0
1,all_other,0.1222,49.98,9.546812609,21.51,682,1530.0,8172,34.0,1,0,0,0
1,all_other,0.1001,71.0,10.98108047,10.8,702,2520.0,1051,58.4,1,0,0,0
1,major_purchase,0.1191,185.76,10.14643373,2.68,677,1740.0,4885,35.4,2,0,0,0
1,credit_card,0.08,219.36,11.41861479,6.36,752,7804.958333,21135,19.7,0,0,0,0
1,all_other,0.1222,99.96,11.01856357,21.35,682,3899.958333,12074,51.0,0,0,0,0
1,credit_card,0.1128,246.54,11.65507586,10.12,687,4979.958333,34842,95.5,0,0,0,0
1,home_improvement,0.1128,164.36,11.32664408,13.53,687,8189.958333,16389,57.7,3,0,1,1
1,all_other,0.1254,133.9,9.903487553,18.72,677,7590.0,9961,94.9,1,0,0,0
1,all_other,0.1128,32.88,10.92478674,17.96,677,4650.0,22557,98.1,0,0,0,0
1,debt_consolidation,0.1191,215.62,10.16600565,21.97,707,2280.0,7552,98.1,1,0,0,0
1,major_purchase,0.08,219.36,10.0203813,10.04,757,5130.0,0,0.0,6,0,0,1
1,debt_consolidation,0.1159,224.53,10.62609644,11.91,682,4650.0,6170,53.7,1,0,0,0
1,debt_consolidation,0.138,255.61,11.12726298,18.16,667,2280.0,16860,63.6,1,0,0,0
1,all_other,0.1159,247.65,10.37349118,13.91,692,4380.0,2131,45.3,1,0,0,0
1,all_other,0.1286,168.14,10.1266311,23.23,702,2490.0,19096,69.6,2,0,0,0
1,credit_card,0.1096,261.76,10.83958091,12.28,697,2550.0,5329,29.4,2,1,0,0
1,major_purchase,0.0863,205.59,10.04324949,9.34,732,1619.958333,4386,14.3,0,0,0,0
1,debt_consolidation,0.097,48.19,10.85892207,15.62,717,4619.958333,1645,29.9,1,0,0,0
1,debt_consolidation,0.0976,241.16,11.26446411,13.91,727,4788.0,49150,42.0,3,0,0,1
1,major_purchase,0.1064,182.39,11.26446411,4.26,697,4140.958333,0,21.7,0,0,1,0
1,all_other,0.0863,237.21,10.6454249,19.2,787,6449.958333,8671,13.9,1,0,0,1
1,debt_consolidation,0.1349,407.17,10.91508846,14.53,667,9030.0,2569,98.8,0,0,0,1
1,home_improvement,0.097,96.38,11.03488966,3.31,707,12150.0,8832,76.8,1,0,0,0
1,all_other,0.08,72.08,10.83958091,11.6,762,5400.0,550,1.6,3,0,0,0
1,all_other,0.1222,83.3,10.77895629,14.77,677,4350.0,10710,54.6,0,0,0,0
1,debt_consolidation,0.097,248.99,11.58988651,9.77,732,5580.0,14068,52.7,1,0,0,0
1,all_other,0.1096,196.32,10.30895266,1.8,697,3360.0,2898,42.9,0,0,0,0
1,all_other,0.1254,92.06,10.91501573,22.13,682,5400.0,18392,87.6,2,0,0,0
1,all_other,0.1191,66.35,10.81985828,16.03,672,2339.958333,874,21.8,3,0,0,0
1,all_other,0.1286,504.4,10.86513399,18.14,677,11129.95833,12836,31.3,0,2,0,0
1,major_purchase,0.1222,376.52,10.95080655,22.76,712,4650.0,8939,74.5,0,0,0,1
1,all_other,0.08,37.61,10.81977828,4.82,737,2490.0,1312,9.0,2,0,0,0
1,debt_consolidation,0.1064,328.95,11.22693529,14.62,722,4919.958333,14173,78.7,0,0,0,0
1,all_other,0.1033,325.85,10.81977828,16.15,727,5669.958333,1417,7.6,1,0,0,1
1,debt_consolidation,0.1071,195.61,10.62132735,12.38,697,3620.0,21196,46.2,3,0,0,0
1,all_other,0.157,297.58,10.81977828,24.91,662,4559.958333,8155,78.4,3,0,0,0
1,all_other,0.1096,472.81,10.71441777,1.33,712,3240.0,1661,15.8,2,0,1,1
1,credit_card,0.1317,251.64,10.91802234,10.81,667,2820.0,6413,81.2,1,0,0,0
1,major_purchase,0.1033,181.57,11.3736634,5.41,712,6858.0,15132,33.9,0,0,0,0
1,credit_card,0.1317,216.17,10.79957558,16.09,662,4865.958333,24568,74.4,0,0,0,0
1,all_other,0.1001,33.89,10.89673933,11.56,707,4559.958333,8670,96.7,1,0,0,0
1,debt_consolidation,0.1222,148.28,11.83500896,19.0,677,6059.958333,27587,74.8,1,1,0,0
1,home_improvement,0.138,177.22,12.20607265,3.07,662,8370.0,13793,57.7,0,2,0,0
1,debt_consolidation,0.1096,176.69,10.96819829,15.43,707,2550.0,7366,42.8,2,0,0,0
1,all_other,0.0832,138.54,10.34174248,4.26,742,1830.0,5680,27.2,0,0,0,0
1,credit_card,0.0832,94.46,11.31447453,8.34,737,8100.0,5688,69.3,0,0,0,0
1,debt_consolidation,0.1222,246.57,10.51688023,13.16,677,4529.958333,10832,56.1,3,0,1,0
1,home_improvement,0.1254,66.95,10.34174248,3.02,667,7380.0,3574,60.6,3,0,0,0
1,debt_consolidation,0.1128,39.45,10.47728798,22.78,702,3871.958333,7438,32.3,1,0,0,0
1,debt_consolidation,0.1033,110.24,10.75790288,1.79,702,3179.958333,3321,51.1,2,0,0,0
1,credit_card,0.1286,162.25,11.56171563,10.71,682,4470.0,15478,96.2,0,0,0,0
1,all_other,0.1475,221.08,10.23995979,12.47,662,1349.958333,117,5.3,3,0,0,0
1,home_improvement,0.0768,187.14,12.07254125,5.19,782,4807.0,12760,10.9,0,0,0,0
1,debt_consolidation,0.1601,109.01,10.61888534,24.47,697,5309.958333,37864,98.3,0,1,0,0
1,debt_consolidation,0.1128,197.23,10.59663473,5.43,682,4679.958333,12247,66.9,1,0,0,0
1,debt_consolidation,0.1254,187.45,11.27720313,10.92,672,5699.958333,7465,74.6,0,0,1,0
1,credit_card,0.0863,134.42,11.33857208,16.11,762,5850.0,16225,55.9,0,0,0,0
1,debt_consolidation,0.1191,116.1,10.23981692,19.33,687,2280.0,10029,85.0,1,0,0,0
1,all_other,0.1096,75.26,10.40426284,8.0,687,3630.0,1857,33.8,0,0,0,0
1,all_other,0.097,38.56,9.798571383,7.13,712,1890.0,1905,27.2,1,0,0,0
1,major_purchase,0.1096,175.06,9.998797732,20.02,722,3899.958333,2548,28.3,1,0,0,0
1,debt_consolidation,0.1507,260.25,11.22524339,19.44,662,5699.958333,27087,97.4,2,0,0,0
1,credit_card,0.1159,188.21,11.9511804,11.92,692,3089.958333,64451,91.9,2,0,0,0
1,major_purchase,0.1317,212.79,11.18007865,18.95,677,6329.958333,7595,87.3,0,0,0,0
1,credit_card,0.1222,236.57,11.66736182,11.75,677,2850.0,29735,67.3,1,0,0,0
1,debt_consolidation,0.1507,173.5,10.22194128,7.9,662,1500.0,5538,95.5,1,0,0,0
1,all_other,0.1128,165.18,11.98292909,11.19,687,5369.958333,63353,77.0,1,0,0,0
1,home_improvement,0.1128,236.68,10.93403511,19.25,707,3539.958333,3280,29.0,1,0,0,0
1,all_other,0.097,57.83,10.83958091,13.44,752,5400.0,835,2.4,5,0,0,0
1,all_other,0.1001,216.23,10.59663473,5.13,717,6300.0,4225,28.9,3,0,1,1
1,all_other,0.0832,78.72,10.1960079,6.58,722,6270.0,5134,13.7,1,2,0,0
1,debt_consolidation,0.1317,238.13,11.29601246,23.03,702,12450.0,18265,46.8,0,2,0,0
1,credit_card,0.1191,165.86,10.6454249,23.63,742,5207.0,9347,13.5,8,0,0,0
1,credit_card,0.1033,226.96,11.13616442,8.62,722,2789.958333,22595,61.9,1,0,0,0
1,all_other,0.1128,65.75,10.6454249,13.43,687,3210.0,6353,45.7,0,0,0,0
1,all_other,0.1475,138.18,11.04132055,12.96,692,4320.0,2188,27.7,3,0,0,0
1,credit_card,0.1128,73.14,10.08580911,12.45,717,6119.958333,3623,90.6,0,1,0,1
1,all_other,0.1096,121.89,10.70826555,17.41,732,4320.0,886,25.3,3,0,0,0
1,home_improvement,0.1159,206.37,10.54534144,8.53,682,4290.958333,6288,22.3,3,0,1,1
1,all_other,0.1286,107.61,10.43081625,14.77,672,7139.958333,3318,34.9,1,1,0,0
1,credit_card,0.1317,168.88,11.00209984,14.6,667,2610.0,7708,48.5,1,0,0,0
1,major_purchase,0.0832,135.39,10.81977828,17.9,757,4139.958333,4169,17.6,0,0,0,0
1,all_other,0.0832,50.38,10.34174248,8.5,742,1860.0,4158,19.9,0,0,0,0
1,debt_consolidation,0.1191,87.91,10.51686074,19.77,677,4559.958333,10679,55.3,1,0,1,0
1,credit_card,0.1191,169.18,11.20403338,18.11,687,4619.958333,22906,75.6,0,0,0,0
1,debt_consolidation,0.1412,167.76,10.3859137,23.85,682,3569.958333,2379,68.0,1,0,1,0
1,credit_card,0.1633,264.91,10.81977828,10.8,667,5249.958333,0,86.3,0,0,0,1
1,all_other,0.097,44.18,10.59568428,20.84,757,7829.958333,14813,36.8,0,0,0,0
1,debt_consolidation,0.1191,201.52,10.79949394,14.33,682,4533.958333,16979,41.0,0,1,0,1
1,all_other,0.097,76.31,10.30895266,15.04,747,1679.958333,2420,5.8,0,0,0,0
1,major_purchase,0.1475,259.08,10.30895266,20.4,662,3240.0,1244,44.4,2,0,0,0
1,all_other,0.1033,180.76,10.30908599,13.88,752,2670.0,5063,40.8,6,0,0,0
1,educational,0.1633,105.97,10.91508846,26.05,672,5430.0,19487,89.2,2,0,0,0
1,debt_consolidation,0.1096,185.69,11.08214255,12.04,697,8219.958333,7350,37.3,0,0,0,0
1,educational,0.1191,216.45,10.83467754,20.69,707,5669.958333,16881,50.7,0,0,0,0
1,credit_card,0.1222,193.26,10.91508846,14.84,677,3240.0,7440,89.6,0,0,0,0
1,educational,0.1286,50.44,10.48514436,13.45,662,4619.958333,10363,71.0,2,0,1,0
1,all_other,0.1096,113.71,11.22524339,9.92,687,6240.0,22796,51.9,1,0,0,1
1,all_other,0.1096,110.43,10.30895266,0.6,722,1440.0,767,4.2,3,0,0,0
1,debt_consolidation,0.1096,185.69,10.70817611,18.52,712,2250.0,25925,66.1,0,0,0,0
1,all_other,0.1033,109.43,10.30895266,5.52,712,1649.958333,598,2.9,1,0,0,0
1,major_purchase,0.1222,145.78,10.24313332,17.63,677,2550.0,7474,35.8,2,1,0,0
1,debt_consolidation,0.0832,174.74,10.71163613,13.64,777,4559.958333,5578,9.0,2,0,0,0
1,all_other,0.1222,79.97,10.63585545,22.36,677,5580.0,12785,77.2,2,0,0,0
1,debt_consolidation,0.0832,47.23,10.54534144,2.53,732,2789.958333,3421,22.1,1,0,0,0
1,all_other,0.1222,165.77,11.42954386,5.06,722,6389.958333,5424,98.6,0,0,0,0
1,debt_consolidation,0.1696,135.41,10.46310334,29.42,672,5339.958333,536,9.2,2,0,0,0
1,educational,0.1191,116.1,12.07254125,2.47,677,1770.0,23806,60.6,1,0,0,0
1,debt_consolidation,0.1096,110.43,10.71441777,13.6,722,4470.0,23280,92.0,3,0,0,0
1,debt_consolidation,0.08,159.82,10.87804719,6.23,752,4649.958333,10399,31.3,1,0,0,0
1,debt_consolidation,0.1146,263.66,11.28978191,21.72,697,7577.0,73150,72.9,0,0,0,1
1,credit_card,0.1159,194.82,11.51292546,20.29,707,6119.958333,57152,78.7,0,0,0,0
1,debt_consolidation,0.1001,69.39,10.46310334,1.2,722,3330.0,2400,35.8,0,0,0,0
1,credit_card,0.1538,243.97,11.28978191,9.24,667,6540.0,33102,99.4,2,0,1,1
1,major_purchase,0.0768,96.69,10.6214249,9.39,787,5044.958333,15715,21.5,1,0,0,0
1,credit_card,0.1128,218.6,11.1844214,16.86,697,2208.0,21659,49.9,1,0,0,1
1,debt_consolidation,0.1033,180.76,10.6454249,0.0,772,7529.958333,0,0.0,6,0,0,0
1,debt_consolidation,0.0832,141.68,10.59663473,13.02,752,6300.0,12183,45.1,0,0,0,0
1,all_other,0.0832,174.74,11.31447453,4.36,752,3420.0,26040,49.1,3,0,0,0
1,all_other,0.1128,139.71,10.91508846,4.65,682,3209.958333,2801,63.7,0,0,0,1
1,debt_consolidation,0.1128,167.65,11.05879518,14.68,687,4770.0,17550,38.6,2,0,0,1
1,debt_consolidation,0.1159,158.5,10.81977828,20.45,707,5820.0,11781,58.9,2,0,0,0
1,credit_card,0.0832,135.39,10.93310697,17.04,752,7499.958333,68895,41.9,2,0,0,0
1,all_other,0.0737,31.05,11.25631561,0.74,782,12407.0,2440,8.6,0,0,0,0
1,credit_card,0.1254,226.78,11.37779279,20.95,702,6630.0,31518,93.2,0,0,0,0
1,all_other,0.1221,566.36,11.28978191,7.93,742,6378.041667,15146,27.2,1,0,0,0
1,credit_card,0.08,184.89,12.34583459,3.92,782,4372.0,8247,11.1,2,0,0,0
1,all_other,0.1159,138.68,10.30895266,17.08,687,4500.0,10655,68.7,1,0,0,0
1,credit_card,0.138,236.86,10.81977828,20.3,672,3690.0,9344,79.2,1,0,0,0
1,all_other,0.1033,64.85,9.998797732,9.0,697,1860.0,8935,27.8,1,0,0,0
1,all_other,0.0863,110.7,9.952277717,1.71,742,2345.0,1087,10.9,1,0,0,0
1,debt_consolidation,0.1096,147.24,11.05089001,6.17,697,8820.0,17558,62.3,1,0,1,0
1,all_other,0.1001,157.33,10.81977828,9.62,717,3119.958333,11579,37.0,2,0,0,0
1,credit_card,0.1128,94.51,10.51325312,4.83,687,5220.0,5260,92.3,0,0,1,0
1,credit_card,0.1412,191.73,10.23995979,24.77,682,3239.958333,86,1.1,0,0,0,0
1,home_improvement,0.0863,237.21,12.32385568,7.44,742,4380.0,15611,21.0,2,0,0,0
1,educational,0.0832,110.2,10.858999,19.41,782,13260.0,2967,5.0,0,0,0,0
1,debt_consolidation,0.1128,156.14,11.3736634,1.32,722,1260.0,10318,30.9,1,0,0,0
1,home_improvement,0.0863,159.73,11.28983191,1.84,727,4530.0,2733,15.4,1,0,0,0
1,all_other,0.1128,172.58,10.7711761,5.24,712,5699.958333,13673,58.4,0,0,0,1
1,all_other,0.138,81.8,10.77895629,1.35,662,1890.0,3171,77.3,0,0,0,0
1,credit_card,0.1159,80.9,11.35040654,13.19,682,7499.958333,44198,51.9,0,0,0,0
1,credit_card,0.1349,254.48,11.89067673,9.58,662,7710.0,15030,52.2,1,0,0,1
1,debt_consolidation,0.1128,200.52,10.4341158,10.06,692,1769.958333,5129,35.4,1,0,0,0
1,credit_card,0.1286,184.95,10.42376834,17.31,672,1950.0,12596,46.3,0,0,0,0
1,credit_card,0.1159,247.65,11.66650455,11.89,687,2910.0,25588,58.0,1,0,0,0
1,all_other,0.0768,65.5,10.92952915,3.59,757,7529.958333,14538,32.0,1,0,0,0
1,all_other,0.1128,32.88,10.46310334,15.69,697,4320.958333,199,2.3,1,0,0,1
1,credit_card,0.1286,92.48,10.96819829,13.57,667,2519.958333,3109,42.6,2,0,0,0
1,all_other,0.1304,219.14,11.05089001,6.76,667,6167.958333,20227,41.0,3,1,0,1
1,debt_consolidation,0.08,156.69,10.96812932,10.78,757,3179.958333,4496,9.7,3,0,0,0
1,all_other,0.0768,124.76,10.6214249,10.74,792,4589.958333,2775,13.7,3,0,0,0
1,all_other,0.1001,242.04,11.27720313,15.21,727,4979.958333,2801,6.7,0,1,0,0
1,debt_consolidation,0.1033,129.69,10.34174248,10.03,702,3839.958333,6796,32.4,0,0,0,0
1,debt_consolidation,0.1096,245.4,10.51009597,7.16,697,3599.958333,27491,56.2,3,0,0,0
1,credit_card,0.1412,102.71,10.08580911,9.3,662,1470.0,5062,85.8,0,0,0,0
1,major_purchase,0.1272,59.57,10.71441777,10.64,667,3179.958333,1030,4.6,0,3,0,0
1,credit_card,0.1051,136.54,10.95080655,10.59,707,7350.0,5014,18.1,0,2,0,0
1,credit_card,0.1146,98.88,9.942708266,3.58,707,3879.041667,2731,97.5,0,0,0,0
1,debt_consolidation,0.1209,156.31,10.59663473,21.93,712,4650.958333,3266,49.5,0,0,0,0
1,educational,0.1083,146.97,10.54534144,13.54,712,3930.958333,1818,29.8,2,0,0,0
1,all_other,0.1178,99.33,10.27090459,0.66,717,1142.0,843,30.1,0,0,0,0
1,debt_consolidation,0.1051,243.81,10.6454249,16.23,727,3573.958333,26784,63.6,1,0,0,0
1,debt_consolidation,0.1083,163.3,10.76840078,21.53,742,3604.958333,17194,54.8,1,0,0,1
1,all_other,0.1241,172.07,11.56171563,20.29,747,5585.0,8855,31.2,7,0,0,0
1,debt_consolidation,0.1051,243.81,11.98292909,9.55,722,4685.958333,39979,49.5,0,0,0,0
1,all_other,0.1588,245.69,11.46163217,24.19,667,5375.958333,590,84.3,0,0,0,0
1,all_other,0.0907,238.75,11.00209984,4.86,752,7626.958333,8575,25.0,1,0,0,0
1,home_improvement,0.102,242.71,11.27663335,11.99,732,4686.958333,42703,40.4,3,0,0,1
1,all_other,0.0907,210.1,10.37361617,1.84,742,2680.0,4889,10.7,1,0,0,1
1,credit_card,0.1083,244.94,11.40756495,20.91,747,5641.0,120338,47.5,0,0,0,0
1,all_other,0.0907,191.0,11.08214255,5.0,752,4384.0,86,0.5,1,0,0,0
1,home_improvement,0.0832,47.23,10.858999,12.39,722,3800.0,26571,33.7,0,0,0,0
1,major_purchase,0.102,97.09,10.91508846,0.33,802,3216.958333,37,0.2,0,0,0,0
1,debt_consolidation,0.1272,251.7,11.31447453,11.12,677,6008.0,12336,46.0,0,1,0,0
1,credit_card,0.1114,156.65,10.83958091,6.4,697,4709.958333,10537,41.0,2,0,0,0
1,all_other,0.1336,338.68,10.71441777,1.73,687,3509.958333,3153,30.3,1,0,0,0
1,major_purchase,0.0907,229.2,10.96812932,9.35,742,9419.958333,3392,9.2,1,0,0,0
1,small_business,0.1146,411.97,11.32418334,14.16,707,6089.958333,41893,62.5,0,0,0,0
1,small_business,0.1557,244.62,10.93310697,1.18,672,1409.958333,255,15.0,2,0,0,0
1,debt_consolidation,0.1304,252.85,11.03488966,18.21,682,5777.958333,19099,89.2,1,0,0,0
1,small_business,0.0938,335.76,10.91508846,6.41,737,2459.958333,1932,11.4,2,0,0,1
1,debt_consolidation,0.1178,380.76,10.73116563,15.21,707,5039.958333,10197,75.5,0,0,0,0
1,debt_consolidation,0.1304,182.06,11.2515607,22.08,707,5220.0,9282,15.0,1,0,1,0
1,educational,0.08,297.7,10.91508846,3.53,787,14159.95833,7171,10.7,2,0,0,1
1,small_business,0.0938,383.73,11.81303006,9.91,767,13620.0,1579,7.2,0,0,0,0
1,all_other,0.1493,865.78,11.98292909,10.73,682,1799.958333,33256,73.9,0,0,0,0
1,debt_consolidation,0.1209,299.32,10.87804719,4.3,692,1679.958333,9735,72.1,1,0,0,0
1,credit_card,0.0938,359.74,10.71441777,12.96,757,3599.958333,12341,30.8,0,0,0,0
1,credit_card,0.1146,197.75,10.34817337,13.73,692,2069.958333,14154,85.8,0,0,0,1
1,debt_consolidation,0.0768,124.77,10.23995979,5.57,777,6095.041667,4988,14.6,0,0,0,0
1,credit_card,0.1462,861.99,11.98292909,9.04,682,5369.958333,9925,45.1,1,2,0,1
1,credit_card,0.0938,172.68,11.49685706,19.36,732,6000.0,36976,53.1,2,0,0,0
1,home_improvement,0.1178,248.32,10.30895266,17.72,692,6270.0,6349,44.7,1,1,0,0
1,credit_card,0.1209,598.64,11.1124479,19.22,702,5220.0,22897,64.5,1,0,1,1
1,all_other,0.1272,536.11,11.73606902,10.62,692,5970.0,35114,52.6,0,0,0,0
1,debt_consolidation,0.1367,236.43,11.75038998,11.16,662,6839.958333,31081,28.3,1,1,0,0
1,credit_card,0.1178,178.8,10.6454249,10.57,682,3780.0,6770,21.2,3,0,0,0
1,all_other,0.0907,159.17,11.35040654,5.46,737,3090.0,6528,14.3,1,0,0,0
1,small_business,0.0963,32.1,10.30895266,2.64,717,1928.958333,11738,30.3,1,0,0,0
1,home_improvement,0.1114,820.13,11.51292546,5.95,732,6119.958333,31752,53.1,2,0,0,0
1,all_other,0.1304,384.34,11.47210347,8.98,697,1170.0,6201,66.7,1,0,0,0
1,credit_card,0.08,256.96,11.21182037,11.46,772,6419.958333,23891,19.3,0,0,0,0
1,credit_card,0.1178,264.88,10.858999,9.09,687,3629.958333,15217,58.1,0,0,0,0
1,small_business,0.1051,260.06,10.71441777,11.41,787,3929.958333,2193,6.9,0,0,0,0
1,credit_card,0.1178,165.55,10.75790288,22.49,692,8160.0,0,0.0,3,0,1,1
1,debt_consolidation,0.06,216.38,10.23995979,12.09,667,2550.0,14320,67.5,1,0,0,0
1,all_other,0.0768,31.19,11.1844214,16.9,767,6419.958333,28938,23.4,0,0,0,0
1,debt_consolidation,0.1241,517.87,10.54534144,9.06,692,5250.0,17297,77.6,1,0,1,0
1,credit_card,0.1083,215.55,11.1844214,17.87,712,3899.958333,5595,14.9,0,0,1,0
1,debt_consolidation,0.1241,334.11,11.03488966,22.43,682,8669.958333,12792,50.6,2,2,0,0
1,credit_card,0.1241,233.88,11.51292546,7.88,677,9270.0,6410,41.4,0,0,0,0
1,home_improvement,0.0768,109.17,10.858999,7.57,762,7831.0,1369,5.9,0,1,0,0
1,debt_consolidation,0.1367,816.43,11.46163217,17.68,697,3330.0,34565,89.3,1,0,0,0
1,all_other,0.102,161.81,11.15619338,8.21,732,3070.0,2535,50.7,3,0,0,0
1,debt_consolidation,0.1083,489.88,11.01006801,16.01,732,5850.0,35692,40.1,3,0,0,0
1,home_improvement,0.1178,215.22,11.42081018,2.14,732,4410.0,4541,96.6,2,0,0,1
1,all_other,0.1241,200.47,10.77895629,17.53,707,6509.958333,1966,93.6,1,0,0,1
1,debt_consolidation,0.1304,202.28,10.38887228,24.89,672,1830.0,3139,50.6,1,1,0,0
1,all_other,0.08,313.37,10.59663473,6.48,777,4923.0,19998,18.3,1,0,0,0
1,all_other,0.1083,81.65,11.00209984,12.36,692,5190.0,257,5.8,1,3,0,0
1,all_other,0.1336,203.21,10.99373159,16.24,662,3539.958333,1995,30.7,1,0,0,0
1,debt_consolidation,0.1367,489.86,11.69524702,13.01,672,4200.0,14827,43.5,3,0,0,1
1,all_other,0.102,177.99,10.73630972,6.03,787,4589.958333,1442,13.5,0,0,0,0
1,debt_consolidation,0.1178,595.97,11.44035477,17.43,707,3899.958333,29046,41.8,0,0,0,0
1,debt_consolidation,0.102,275.07,10.66886237,9.15,727,2909.958333,6725,43.7,1,0,0,0
1,small_business,0.1241,501.16,12.76568843,5.86,692,2429.958333,36073,72.9,2,0,0,1
1,debt_consolidation,0.1051,325.08,11.05089001,22.63,717,6660.0,15655,44.3,3,0,0,0
1,debt_consolidation,0.1146,329.57,10.49127422,19.3,702,2069.958333,5680,25.2,0,0,1,0
1,all_other,0.1146,197.75,12.3883942,3.64,722,3209.958333,58753,94.0,0,0,0,0
1,small_business,0.1146,329.57,10.89673933,21.69,722,5250.0,21462,40.9,1,0,0,0
1,major_purchase,0.1209,330.08,11.44571672,12.92,687,2190.0,26845,80.5,0,0,0,0
1,small_business,0.1462,517.2,11.58988651,11.56,667,4649.958333,13706,45.7,1,1,0,1
1,credit_card,0.0938,191.87,10.71441777,10.69,742,2760.0,1774,13.3,1,0,0,0
1,small_business,0.1557,698.91,10.79957558,12.39,672,4830.0,13335,39.8,1,1,0,0
1,debt_consolidation,0.1051,162.54,10.40477786,2.4,767,3848.0,1411,35.3,1,0,0,0
1,debt_consolidation,0.1083,391.9,10.57131693,18.22,717,2519.958333,16100,39.3,1,0,0,0
1,home_improvement,0.1114,328.06,10.6214249,21.92,722,2640.0,9042,16.2,2,0,0,0
1,small_business,0.102,485.42,11.51292546,7.93,747,3599.958333,86429,37.8,0,0,0,1
1,all_other,0.1304,505.7,11.98292909,12.61,692,3569.958333,30055,72.1,0,0,0,0
1,educational,0.1304,134.86,10.40426284,12.8,667,8130.0,6793,31.4,3,2,0,0
1,debt_consolidation,0.1304,674.27,12.22342128,7.02,692,3720.0,61977,59.3,0,0,0,0
