EmployeeID,recorddate_key,birthdate_key,orighiredate_key,terminationdate_key,age,length_of_service,city_name,department_name,job_title,store_name,gender_short,gender_full,termreason_desc,termtype_desc,STATUS_YEAR,label,BUSINESS_UNIT
1668,12/31/2011 0:00,11/12/1950,8/22/1990,11/12/2015,61,21,New Westminster,Dairy,Dairy Person,21,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1668,12/31/2012 0:00,11/12/1950,8/22/1990,11/12/2015,62,22,New Westminster,Dairy,Dairy Person,21,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1668,12/31/2013 0:00,11/12/1950,8/22/1990,11/12/2015,63,23,New Westminster,Dairy,Dairy Person,21,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1668,12/31/2014 0:00,11/12/1950,8/22/1990,11/12/2015,64,24,New Westminster,Dairy,Dairy Person,21,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1670,12/31/2006 0:00,11/24/1950,8/28/1990,11/24/2010,56,16,Nanaimo,Meats,Meat Cutter,18,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1670,12/31/2007 0:00,11/24/1950,8/28/1990,11/24/2010,57,17,Nanaimo,Meats,Meat Cutter,18,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1670,12/31/2008 0:00,11/24/1950,8/28/1990,11/24/2010,58,18,Nanaimo,Meats,Meat Cutter,18,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1670,12/31/2009 0:00,11/24/1950,8/28/1990,11/24/2010,59,19,Nanaimo,Meats,Meat Cutter,18,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1671,12/31/2006 0:00,11/26/1950,8/29/1990,11/26/2010,56,16,Quesnel,Bakery,Bakery Manager,28,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1671,12/31/2007 0:00,11/26/1950,8/29/1990,11/26/2010,57,17,Quesnel,Bakery,Bakery Manager,28,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1671,12/31/2008 0:00,11/26/1950,8/29/1990,11/26/2010,58,18,Quesnel,Bakery,Bakery Manager,28,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1671,12/31/2009 0:00,11/26/1950,8/29/1990,11/26/2010,59,19,Quesnel,Bakery,Bakery Manager,28,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1672,12/31/2006 0:00,11/28/1950,8/30/1990,11/28/2015,56,16,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1672,12/31/2007 0:00,11/28/1950,8/30/1990,11/28/2015,57,17,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1672,12/31/2008 0:00,11/28/1950,8/30/1990,11/28/2015,58,18,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1672,12/31/2009 0:00,11/28/1950,8/30/1990,11/28/2015,59,19,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1672,12/31/2010 0:00,11/28/1950,8/30/1990,11/28/2015,60,20,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1672,12/31/2011 0:00,11/28/1950,8/30/1990,11/28/2015,61,21,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1672,12/31/2012 0:00,11/28/1950,8/30/1990,11/28/2015,62,22,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1672,12/31/2013 0:00,11/28/1950,8/30/1990,11/28/2015,63,23,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1672,12/31/2014 0:00,11/28/1950,8/30/1990,11/28/2015,64,24,Aldergrove,Store Management,Store Manager,2,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1673,12/31/2006 0:00,11/27/1950,8/30/1990,11/27/2015,56,16,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1673,12/31/2007 0:00,11/27/1950,8/30/1990,11/27/2015,57,17,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1673,12/31/2008 0:00,11/27/1950,8/30/1990,11/27/2015,58,18,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1673,12/31/2009 0:00,11/27/1950,8/30/1990,11/27/2015,59,19,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1673,12/31/2010 0:00,11/27/1950,8/30/1990,11/27/2015,60,20,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1673,12/31/2011 0:00,11/27/1950,8/30/1990,11/27/2015,61,21,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1673,12/31/2012 0:00,11/27/1950,8/30/1990,11/27/2015,62,22,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1673,12/31/2013 0:00,11/27/1950,8/30/1990,11/27/2015,63,23,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1673,12/31/2014 0:00,11/27/1950,8/30/1990,11/27/2015,64,24,Vancouver,Bakery,Bakery Manager,42,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1674,12/31/2006 0:00,12/1/1950,9/1/1990,12/1/2015,56,16,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1674,12/31/2007 0:00,12/1/1950,9/1/1990,12/1/2015,57,17,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1674,12/31/2008 0:00,12/1/1950,9/1/1990,12/1/2015,58,18,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1674,12/31/2009 0:00,12/1/1950,9/1/1990,12/1/2015,59,19,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1674,12/31/2010 0:00,12/1/1950,9/1/1990,12/1/2015,60,20,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1674,12/31/2011 0:00,12/1/1950,9/1/1990,12/1/2015,61,21,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1674,12/31/2012 0:00,12/1/1950,9/1/1990,12/1/2015,62,22,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1674,12/31/2013 0:00,12/1/1950,9/1/1990,12/1/2015,63,23,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1674,12/31/2014 0:00,12/1/1950,9/1/1990,12/1/2015,64,24,New Westminster,Processed Foods,Processed Foods Manager,21,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1677,12/31/2006 0:00,12/6/1950,9/3/1990,12/6/2015,56,16,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1677,12/31/2007 0:00,12/6/1950,9/3/1990,12/6/2015,57,17,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1677,12/31/2008 0:00,12/6/1950,9/3/1990,12/6/2015,58,18,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1677,12/31/2009 0:00,12/6/1950,9/3/1990,12/6/2015,59,19,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1677,12/31/2010 0:00,12/6/1950,9/3/1990,12/6/2015,60,20,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1677,12/31/2011 0:00,12/6/1950,9/3/1990,12/6/2015,61,21,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1677,12/31/2012 0:00,12/6/1950,9/3/1990,12/6/2015,62,22,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1677,12/31/2013 0:00,12/6/1950,9/3/1990,12/6/2015,63,23,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1677,12/31/2014 0:00,12/6/1950,9/3/1990,12/6/2015,64,24,Kamloops,Meats,Meat Cutter,15,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1680,12/31/2006 0:00,12/11/1950,9/6/1990,12/11/2015,56,16,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1680,12/31/2007 0:00,12/11/1950,9/6/1990,12/11/2015,57,17,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1680,12/31/2008 0:00,12/11/1950,9/6/1990,12/11/2015,58,18,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1680,12/31/2009 0:00,12/11/1950,9/6/1990,12/11/2015,59,19,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1680,12/31/2010 0:00,12/11/1950,9/6/1990,12/11/2015,60,20,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1680,12/31/2011 0:00,12/11/1950,9/6/1990,12/11/2015,61,21,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1680,12/31/2012 0:00,12/11/1950,9/6/1990,12/11/2015,62,22,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1680,12/31/2013 0:00,12/11/1950,9/6/1990,12/11/2015,63,23,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1680,12/31/2014 0:00,12/11/1950,9/6/1990,12/11/2015,64,24,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1683,12/31/2006 0:00,12/17/1950,9/9/1990,12/17/2010,56,16,Vancouver,Dairy,Dairy Person,42,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1683,12/31/2007 0:00,12/17/1950,9/9/1990,12/17/2010,57,17,Vancouver,Dairy,Dairy Person,42,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1683,12/31/2008 0:00,12/17/1950,9/9/1990,12/17/2010,58,18,Vancouver,Dairy,Dairy Person,42,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1683,12/31/2009 0:00,12/17/1950,9/9/1990,12/17/2010,59,19,Vancouver,Dairy,Dairy Person,42,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1684,12/31/2006 0:00,12/17/1950,9/9/1990,12/17/2015,56,16,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1684,12/31/2007 0:00,12/17/1950,9/9/1990,12/17/2015,57,17,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1684,12/31/2008 0:00,12/17/1950,9/9/1990,12/17/2015,58,18,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1684,12/31/2009 0:00,12/17/1950,9/9/1990,12/17/2015,59,19,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1684,12/31/2010 0:00,12/17/1950,9/9/1990,12/17/2015,60,20,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1684,12/31/2011 0:00,12/17/1950,9/9/1990,12/17/2015,61,21,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1684,12/31/2012 0:00,12/17/1950,9/9/1990,12/17/2015,62,22,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1684,12/31/2013 0:00,12/17/1950,9/9/1990,12/17/2015,63,23,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1684,12/31/2014 0:00,12/17/1950,9/9/1990,12/17/2015,64,24,Vancouver,Processed Foods,Processed Foods Manager,42,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1687,12/31/2006 0:00,12/21/1950,9/11/1990,12/21/2015,56,16,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1687,12/31/2007 0:00,12/21/1950,9/11/1990,12/21/2015,57,17,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1687,12/31/2008 0:00,12/21/1950,9/11/1990,12/21/2015,58,18,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1687,12/31/2009 0:00,12/21/1950,9/11/1990,12/21/2015,59,19,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1687,12/31/2010 0:00,12/21/1950,9/11/1990,12/21/2015,60,20,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1687,12/31/2011 0:00,12/21/1950,9/11/1990,12/21/2015,61,21,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1687,12/31/2012 0:00,12/21/1950,9/11/1990,12/21/2015,62,22,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1687,12/31/2013 0:00,12/21/1950,9/11/1990,12/21/2015,63,23,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1687,12/31/2014 0:00,12/21/1950,9/11/1990,12/21/2015,64,24,Aldergrove,Meats,Meats Manager,2,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1690,12/31/2006 0:00,12/24/1950,9/13/1990,12/24/2015,56,16,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1690,12/31/2007 0:00,12/24/1950,9/13/1990,12/24/2015,57,17,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1690,12/31/2008 0:00,12/24/1950,9/13/1990,12/24/2015,58,18,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1690,12/31/2009 0:00,12/24/1950,9/13/1990,12/24/2015,59,19,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1690,12/31/2010 0:00,12/24/1950,9/13/1990,12/24/2015,60,20,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1690,12/31/2011 0:00,12/24/1950,9/13/1990,12/24/2015,61,21,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1690,12/31/2012 0:00,12/24/1950,9/13/1990,12/24/2015,62,22,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1690,12/31/2013 0:00,12/24/1950,9/13/1990,12/24/2015,63,23,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1690,12/31/2014 0:00,12/24/1950,9/13/1990,12/24/2015,64,24,Quesnel,Dairy,Dairy Person,28,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1691,12/31/2006 0:00,12/26/1950,9/14/1990,12/26/2015,56,16,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1691,12/31/2007 0:00,12/26/1950,9/14/1990,12/26/2015,57,17,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1691,12/31/2008 0:00,12/26/1950,9/14/1990,12/26/2015,58,18,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1691,12/31/2009 0:00,12/26/1950,9/14/1990,12/26/2015,59,19,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1691,12/31/2010 0:00,12/26/1950,9/14/1990,12/26/2015,60,20,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1691,12/31/2011 0:00,12/26/1950,9/14/1990,12/26/2015,61,21,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1691,12/31/2012 0:00,12/26/1950,9/14/1990,12/26/2015,62,22,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1691,12/31/2013 0:00,12/26/1950,9/14/1990,12/26/2015,63,23,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1691,12/31/2014 0:00,12/26/1950,9/14/1990,12/26/2015,64,24,Vernon,Meats,Meat Cutter,36,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1693,12/31/2006 0:00,12/29/1950,9/15/1990,12/29/2015,56,16,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1693,12/31/2007 0:00,12/29/1950,9/15/1990,12/29/2015,57,17,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1693,12/31/2008 0:00,12/29/1950,9/15/1990,12/29/2015,58,18,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1693,12/31/2009 0:00,12/29/1950,9/15/1990,12/29/2015,59,19,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1693,12/31/2010 0:00,12/29/1950,9/15/1990,12/29/2015,60,20,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1693,12/31/2011 0:00,12/29/1950,9/15/1990,12/29/2015,61,21,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1693,12/31/2012 0:00,12/29/1950,9/15/1990,12/29/2015,62,22,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1693,12/31/2013 0:00,12/29/1950,9/15/1990,12/29/2015,63,23,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1693,12/31/2014 0:00,12/29/1950,9/15/1990,12/29/2015,64,24,Terrace,Meats,Meat Cutter,32,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1695,12/31/2006 0:00,12/28/1950,9/15/1990,12/28/2015,56,16,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1695,12/31/2007 0:00,12/28/1950,9/15/1990,12/28/2015,57,17,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1695,12/31/2008 0:00,12/28/1950,9/15/1990,12/28/2015,58,18,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1695,12/31/2009 0:00,12/28/1950,9/15/1990,12/28/2015,59,19,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1695,12/31/2010 0:00,12/28/1950,9/15/1990,12/28/2015,60,20,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1695,12/31/2011 0:00,12/28/1950,9/15/1990,12/28/2015,61,21,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1695,12/31/2012 0:00,12/28/1950,9/15/1990,12/28/2015,62,22,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1695,12/31/2013 0:00,12/28/1950,9/15/1990,12/28/2015,63,23,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1695,12/31/2014 0:00,12/28/1950,9/15/1990,12/28/2015,64,24,Vancouver,Customer Service,Customer Service Manager,42,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1700,12/31/2006 0:00,1/2/1951,9/18/1990,12/30/2015,55,16,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1700,12/31/2007 0:00,1/2/1951,9/18/1990,12/30/2015,56,17,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1700,12/31/2008 0:00,1/2/1951,9/18/1990,12/30/2015,57,18,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1700,12/31/2009 0:00,1/2/1951,9/18/1990,12/30/2015,58,19,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1700,12/31/2010 0:00,1/2/1951,9/18/1990,12/30/2015,59,20,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1700,12/31/2011 0:00,1/2/1951,9/18/1990,12/30/2015,60,21,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1700,12/31/2012 0:00,1/2/1951,9/18/1990,12/30/2015,61,22,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1700,12/31/2013 0:00,1/2/1951,9/18/1990,12/30/2015,62,23,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1700,12/31/2014 0:00,1/2/1951,9/18/1990,12/30/2015,63,24,Victoria,Meats,Meat Cutter,37,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1703,12/31/2006 0:00,1/13/1951,9/23/1990,1/1/1900,55,16,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1703,12/31/2007 0:00,1/13/1951,9/23/1990,1/1/1900,56,17,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1703,12/31/2008 0:00,1/13/1951,9/23/1990,1/1/1900,57,18,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1703,12/31/2009 0:00,1/13/1951,9/23/1990,1/1/1900,58,19,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1703,12/31/2010 0:00,1/13/1951,9/23/1990,1/1/1900,59,20,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1703,12/31/2011 0:00,1/13/1951,9/23/1990,1/1/1900,60,21,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1703,12/31/2012 0:00,1/13/1951,9/23/1990,1/1/1900,61,22,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1703,12/31/2013 0:00,1/13/1951,9/23/1990,1/1/1900,62,23,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1703,12/31/2014 0:00,1/13/1951,9/23/1990,1/1/1900,63,24,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1703,12/31/2015 0:00,1/13/1951,9/23/1990,1/1/1900,64,25,Vancouver,Meats,Meats Manager,43,F,Female,Not Applicable,Not Applicable,2015,ACTIVE,STORES
1705,12/31/2006 0:00,1/15/1951,9/24/1990,1/1/1900,55,16,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1705,12/31/2007 0:00,1/15/1951,9/24/1990,1/1/1900,56,17,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1705,12/31/2008 0:00,1/15/1951,9/24/1990,1/1/1900,57,18,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1705,12/31/2009 0:00,1/15/1951,9/24/1990,1/1/1900,58,19,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1705,12/31/2010 0:00,1/15/1951,9/24/1990,1/1/1900,59,20,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1705,12/31/2011 0:00,1/15/1951,9/24/1990,1/1/1900,60,21,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
1705,12/31/2012 0:00,1/15/1951,9/24/1990,1/1/1900,61,22,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2012,ACTIVE,STORES
1705,12/31/2013 0:00,1/15/1951,9/24/1990,1/1/1900,62,23,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2013,ACTIVE,STORES
1705,12/31/2014 0:00,1/15/1951,9/24/1990,1/1/1900,63,24,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2014,ACTIVE,STORES
1705,12/31/2015 0:00,1/15/1951,9/24/1990,1/1/1900,64,25,Richmond,Meats,Meats Manager,29,M,Male,Not Applicable,Not Applicable,2015,ACTIVE,STORES
1706,12/31/2006 0:00,1/20/1951,9/27/1990,1/1/1900,55,16,Kelowna,Meats,Meat Cutter,16,M,Male,Not Applicable,Not Applicable,2006,ACTIVE,STORES
1706,12/31/2007 0:00,1/20/1951,9/27/1990,1/1/1900,56,17,Kelowna,Meats,Meat Cutter,16,M,Male,Not Applicable,Not Applicable,2007,ACTIVE,STORES
1706,12/31/2008 0:00,1/20/1951,9/27/1990,1/1/1900,57,18,Kelowna,Meats,Meat Cutter,16,M,Male,Not Applicable,Not Applicable,2008,ACTIVE,STORES
1706,12/31/2009 0:00,1/20/1951,9/27/1990,1/1/1900,58,19,Kelowna,Meats,Meat Cutter,16,M,Male,Not Applicable,Not Applicable,2009,ACTIVE,STORES
1706,12/31/2010 0:00,1/20/1951,9/27/1990,1/1/1900,59,20,Kelowna,Meats,Meat Cutter,16,M,Male,Not Applicable,Not Applicable,2010,ACTIVE,STORES
1706,12/31/2011 0:00,1/20/1951,9/27/1990,1/1/1900,60,21,Kelowna,Meats,Meat Cutter,16,M,Male,Not Applicable,Not Applicable,2011,ACTIVE,STORES
