label,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28
1,4503563,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,3833619,250,20,4,2,1,180,737,2,0,0,89,5,3,0,0,0,0,0,0,0,0,14,0,3,2,3,0
1,4915319,3389,336,10,1,0,26,862,0,0,0,35,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5015742,2958,5,21,0,0,0,311,1,0,0,21,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
1,4750565,92,8,0,0,0,13,186,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,2300912,7021,34,11,0,0,0,598,1,0,0,18,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
1,2713262,139827,39,7,5,1,69,218,0,0,0,38,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4804829,9230,338,12,1,0,6,353,0,0,0,23,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,2831647,129149,7,1,0,1,5,11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4383407,102827,7,1,0,1,636,14,630,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5341149,163,22,2,0,0,15,92,0,0,0,5,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0
1,5010802,2057,102,11,0,0,0,232,0,0,0,12,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,5091712,4890,187,9,0,0,0,409,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,4587045,88,12,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5011460,2194,112,11,0,0,0,222,0,0,0,12,0,0,1,0,1,0,0,0,0,5,1,0,0,0,0,0
1,5284634,187,22,2,0,0,15,94,0,0,0,6,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0
1,5419816,117,12,1,0,0,6,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4855290,76,5,0,0,0,4,65,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,5075948,1784,58,10,0,0,0,237,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1,5020941,1809,5,19,0,0,0,387,1,0,0,38,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0
1,4264229,124,61,0,0,0,1181,3007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,3739025,5038,5000,1,1,1,55,136,0,0,0,28,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,4695189,129,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,4621358,82,11,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,3205456,276504,275947,2,2,0,135193,117,2,0,0,18,12,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,5579239,1966,936,6,0,0,0,169,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4835567,6356,153,7,1,0,5,276,0,0,0,17,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,4642974,68,7,0,0,0,4,47,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,5128434,811,19,1,0,0,165,364,0,0,0,2,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
1,3418156,85554,14,1,0,1,72,106,27,0,0,7,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,4902303,3244,351,10,1,0,30,1266,0,0,0,39,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,5166914,2996,124,8,0,0,0,356,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,5037414,1057,5,7,0,0,0,174,1,0,0,11,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1,5023087,384,35,2,0,0,0,35,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5005857,1803,112,10,0,0,0,231,0,0,0,12,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,5078647,3453,343,10,1,0,28,860,0,0,0,37,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4710791,97326,3808,2,2,1,49,4757,0,0,0,15,12,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0
1,5091221,1970,54,9,0,0,0,264,0,0,0,11,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
1,5021360,607,5,8,0,0,0,67,1,0,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,4695053,129,7,0,0,0,6,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5032781,1943,110,10,0,1,0,262,0,0,0,12,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0
1,5012085,750,5,6,0,0,0,240,1,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0
1,3531808,237861,112980,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5091161,4882,187,9,0,0,0,406,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
1,5838868,1235,49,6,0,0,0,136,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4632098,68,7,0,0,0,13,146,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
1,5018873,2005,126,10,0,0,0,215,1,0,0,10,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0
1,4625218,94,8,0,0,0,15,222,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0
1,5676393,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,4431151,2093,64,12,0,0,0,449,1,0,0,23,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,5012358,2817,34,25,0,0,0,739,1,0,0,60,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0
1,5022987,1899,102,17,0,1,0,501,1,0,0,46,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1,4513212,64,6,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5071566,3491,329,10,1,0,26,883,0,0,0,35,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4303540,5425,31,22,0,0,0,535,0,0,0,45,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
1,4768073,9545,24,24,0,0,4,701,0,0,0,52,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,4539860,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5594924,19035,7775,3,4,0,0,61,0,0,0,15,12,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,4648673,130,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5675714,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,4245052,1370,34,8,0,0,0,71,1,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1,4916764,364,18,13,0,0,688,1656,0,0,0,1395,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1,4144482,4752,179,11,0,0,6,2497,0,0,0,47,0,0,0,0,0,0,0,108,0,1,1,0,0,0,0,0
1,5013253,4022,86,32,0,0,0,1014,1,0,0,74,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0
1,5024313,735,5,6,0,0,0,70,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5048411,1399,134,7,0,0,0,271,0,0,0,11,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0
1,5676107,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,4999975,2724,5,28,0,0,0,388,1,0,0,40,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0
1,5003645,136,12,7,0,1,0,34,0,0,0,12,0,1,0,0,0,3,0,0,0,0,6,0,0,0,0,0
1,5021489,1747,128,10,0,0,0,227,0,0,0,11,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0
1,5579815,1966,936,6,0,0,0,137,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3047481,26675,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4494239,68,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5667686,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,4252787,124,61,0,0,0,1177,2999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5108397,2010,5,10,0,0,0,227,1,0,0,10,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,0
1,5038802,3391,359,10,1,0,33,873,0,0,0,42,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4476009,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,4327827,124,61,0,0,0,1419,3483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4826927,1769,24,96,1,0,21,831,1,0,0,475,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5333448,434,25,13,0,0,23,185,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4549365,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5077303,1261,47,7,0,0,0,255,0,0,0,11,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
1,5022176,2010,56,20,0,0,0,605,1,0,0,51,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0
1,4512306,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5671812,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,5012488,268,5,1,0,0,0,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4564632,69,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5019195,63,3,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4648076,69,7,0,0,0,4,47,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,5584595,1966,936,6,0,0,0,175,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3371073,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4620007,128,7,0,0,0,6,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3116653,20435,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4160323,276298,102,2,0,0,20,14072,0,0,0,2,0,0,0,0,0,0,0,0,76,0,1,0,0,0,0,0
1,5266558,1813,74,39,0,0,0,172,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4770235,75,7,0,0,0,14,128,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0
1,4411071,1301,4,4,0,0,0,155,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5005936,1639,5,11,0,0,0,308,1,0,0,21,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0
1,5011380,572,5,5,0,0,0,101,1,0,0,7,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,5004588,1459,96,12,0,0,0,173,1,0,0,14,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
1,5390502,87460,44,1,0,0,825,21,800,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4762064,75,15,0,0,0,1399,3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5039926,3544,357,10,1,0,27,875,0,0,0,36,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5213821,2404,99,8,0,0,0,330,0,0,0,17,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
1,5670535,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,3380221,737,34,2,0,0,0,67,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,5659545,180,51,2,0,0,16,97,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4700039,190,9,0,0,0,14,212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,3368690,5078,5036,1,2,0,282,583,0,0,0,271,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,4544132,70,7,0,0,0,14,150,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0
1,4960986,1752,128,11,0,0,0,52,1,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
1,3452744,237847,112980,4,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2294451,6528,83,14,0,0,0,555,1,0,0,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5141565,2215,67,7,0,1,0,415,0,0,0,12,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1,5085687,1841,5,9,0,0,0,200,1,0,0,9,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1,5581414,1966,936,6,0,0,0,140,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4301092,49709,31,1,1,1,319,87,268,0,0,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4152739,10408,158,11,0,0,6,752,0,0,0,39,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,3371414,5636,35,47,0,2,0,1979,0,0,0,294,0,14,5,0,5,0,0,0,0,7,26,0,0,0,0,0
1,4541921,82,11,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5011121,765,5,5,0,0,0,93,1,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,2783350,21434,7,1,0,1,5,11,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5218983,2427,99,8,0,0,0,345,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
1,5671111,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,4860590,6486,172,7,0,0,10,275,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5676033,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,5145693,2025,35,7,0,0,0,381,0,0,0,11,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0
1,5033037,1560,112,7,0,0,0,270,0,0,0,12,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
1,5676388,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,3948204,2187,2166,2,0,1,3,20,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,5010022,2049,108,10,0,0,0,233,0,0,0,12,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
1,5035047,1372,118,6,0,1,0,260,0,0,0,12,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0
1,3094678,69674,13,1,0,0,5,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5011549,1988,122,9,0,0,0,236,0,0,0,12,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0
1,5066921,1819,39,11,0,0,0,239,0,0,0,11,0,0,1,0,1,0,0,0,0,7,2,0,0,0,0,0
1,4093230,4789,169,10,0,0,6,1857,0,0,0,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4655785,89,6,0,0,0,9,126,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0
1,5030035,2168,118,9,0,0,0,263,0,0,0,11,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0
1,5078529,3636,342,10,1,0,19,872,0,0,0,28,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,4150857,4623,168,10,0,0,6,1887,0,0,0,45,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,2287618,2023,37,6,0,0,0,171,1,0,0,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1,4661749,9031,362,17,1,0,5,366,0,0,0,25,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
1,4665020,67,7,0,0,0,4,47,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,5015037,2110,5,20,0,0,0,487,1,0,0,44,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0
1,5568894,1966,936,6,0,0,0,157,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5006381,792,5,7,0,0,0,84,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5276910,1845,74,39,0,0,0,185,0,0,0,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,5009267,2789,34,24,0,0,0,539,1,0,0,45,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0
1,4609165,6295,140,7,0,0,10,280,0,0,0,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5010047,3787,5,34,0,0,0,394,1,0,0,34,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
1,3554203,245499,116850,4,0,0,0,25,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5672498,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,5024411,1893,5,10,0,0,0,213,1,0,0,10,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1,4614127,89,12,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,3532550,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5060590,2414,57,12,0,1,0,268,0,0,0,12,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0
1,2318833,1838,38,4,0,0,0,87,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5164558,62,11,2,0,0,7,28,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5014609,974,5,10,0,0,0,113,1,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,5675847,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,5670522,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,4534586,68,7,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5017626,817,5,3,0,0,0,83,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1,4698107,81,10,0,0,0,4,38,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1,5671184,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,4642974,68,7,0,0,0,4,47,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
1,5011503,1468,5,11,0,0,0,167,1,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0
1,5028820,1445,116,8,0,0,0,244,0,0,0,12,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0
1,3479481,237409,112980,4,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5676476,107,17,4,2,0,60,386,0,0,0,159,2,0,1,0,1,23,0,0,0,45,0,0,0,0,0,0
1,4850153,75,7,0,0,0,12,230,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0
1,5670548,107,17,4,2,0,60,384,0,0,0,159,2,0,1,0,1,23,0,0,0,43,0,0,0,0,0,0
1,4812076,77,9,0,0,0,10,155,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0
1,5016405,1561,5,14,0,0,0,176,1,0,0,14,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0
1,4735787,6441,163,7,0,0,10,271,0,0,0,20,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1,4387474,3454,63,18,0,0,0,379,1,0,0,18,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
1,4873372,3585,332,10,1,0,22,1263,0,0,0,31,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5031130,985,5,9,0,0,0,114,1,0,0,9,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1,3848994,1008,17,0,0,1,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,5017154,1691,5,9,0,0,0,173,1,0,0,9,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0
1,3736171,71368,29,1,2,0,111,115,77,0,0,4,6,0,0,0,0,0,0,0,14,2,1,0,0,0,0,0
1,5020781,1152,5,9,0,0,0,244,1,0,0,14,0,0,1,0,1,0,0,0,0,3,5,0,0,0,0,0
1,2291631,5544,61,9,0,0,0,256,1,0,0,9,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
1,4410185,1680,66,12,0,0,0,216,1,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1,5006978,1493,5,11,0,0,0,171,1,0,0,11,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0
1,5160659,113,32,2,1,1,49,181,2,0,0,35,4,1,3,0,3,0,0,0,0,11,2,0,0,0,0,0
1,2310166,22647,34,46,0,2,0,5765,1,0,0,264,0,3,0,0,0,0,0,0,0,13,7,0,0,0,0,0
1,4660553,9412,337,12,1,0,6,379,0,0,0,23,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
